method,caliper,n_matched,retention,max_smd,mean_smd,att,se,bias,mse,coverage,ci_width,replication,scenario_id,n,treatment_prevalence,overlap_name,overlap_level,confounding_name,confounding_strength
ACS-Knee,0.6,339,0.6876267748478702,0.0709516896577208,0.03758558649706429,0.7264152272022378,0.08591666392025397,0.22641522720223783,0.05864552824822685,0.0,0.33799741207856027,68,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,356,0.7221095334685599,0.10719716661493703,0.05674401137037018,0.8154544246632571,0.0841127474145694,0.3154544246632571,0.10658644831725372,0.0,0.33084384756841123,68,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,311,0.6547368421052632,0.06479201046854742,0.026822438654410113,0.4962841970948013,0.09870831061212598,-0.003715802905198684,0.009757137775130225,1.0,0.3884460110249732,69,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,312,0.6568421052631579,0.06612334847231029,0.031156697091893785,0.4913601230594068,0.10094854289260041,-0.008639876940593205,0.01026525578568778,1.0,0.3972569727440065,69,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,329,0.6926315789473684,0.08812808240858228,0.03164795247561615,0.5814548439771491,0.09564778481231952,0.08145484397714908,0.01578339034684548,1.0,0.3763210112019242,69,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,475,1.0,0.5054314458541664,0.3580360354999835,1.9018229864647223,0.1056929291110223,1.4018229864647223,1.9762786806449404,0.0,0.4153692717498205,69,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,334,0.7031578947368421,0.07473003399019955,0.037110067000774606,0.6229676856284961,0.09547370399354455,0.12296768562849614,0.024236279863075617,1.0,0.3756152135168158,69,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,334,0.7031578947368421,0.07473003399019955,0.037110067000774606,0.6229676856284961,0.09547370399354455,0.12296768562849614,0.024236279863075617,1.0,0.3756152135168158,69,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,359,0.7557894736842106,0.12653453257201897,0.07567815191109002,0.7709186777308313,0.09376298818701016,0.27091867773083134,0.08218842789717945,0.0,0.3687909327458778,69,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,293,0.5943204868154158,0.07502571739030967,0.03647203226804502,0.40077892586343816,0.10132731484155394,-0.09922107413656184,0.0201120462858125,1.0,0.39884891490893104,70,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,297,0.6024340770791075,0.08074198011742147,0.03178012829519649,0.417947136077753,0.1013425751239543,-0.08205286392224698,0.0170029900105971,1.0,0.3988865500030194,70,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,309,0.6267748478701826,0.10353159065934553,0.04311395583372037,0.5269596401647064,0.10369623366024429,0.026959640164706422,0.011479731073130432,1.0,0.40808532933410535,70,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,493,1.0,0.5321884251717318,0.3831432835460431,1.9941827368224359,0.10666108011964623,1.4941827368224359,2.2439586370304743,0.0,0.4191348163405477,70,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,331,0.6713995943204868,0.09895067457563357,0.0675906538675989,0.7108247513529987,0.10471410217639125,0.21082475135299872,0.05541211897766144,0.0,0.4119826974946845,70,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,331,0.6713995943204868,0.09895067457563357,0.0675906538675989,0.7108247513529987,0.10471410217639125,0.21082475135299872,0.05541211897766144,0.0,0.4119826974946845,70,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,331,0.6713995943204868,0.09895067457563357,0.0675906538675989,0.7108247513529987,0.10471410217639125,0.21082475135299872,0.05541211897766144,0.0,0.4119826974946845,70,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,283,0.5763747454175153,0.11911714193897308,0.045010243358807434,0.5006843550080963,0.10875878391227363,0.0006843550080962713,0.011828941419853736,1.0,0.4281641690738702,71,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,288,0.5865580448065173,0.08798627751428706,0.03744982679621995,0.5237842588784497,0.10979688426362498,0.023784258878449704,0.012621046764396973,1.0,0.432218533991485,71,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,318,0.6476578411405295,0.08808265040165769,0.05972584287327525,0.6423912085956753,0.1055255821375369,0.14239120859567533,0.031410904770803175,1.0,0.41523802830956824,71,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,491,1.0,0.537627218311264,0.37303143107191566,1.9901819751485417,0.11436996355426422,1.4901819751485417,2.233722807621013,0.0,0.4494321274780768,71,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,324,0.659877800407332,0.08450227973213573,0.05541415150952739,0.6886538705839451,0.10486927464523202,0.18865387058394512,0.04658784765092101,1.0,0.4126261162489784,71,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.6,324,0.659877800407332,0.08450227973213573,0.05541415150952739,0.6886538705839451,0.10486927464523202,0.18865387058394512,0.04658784765092101,1.0,0.4126261162489784,71,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,354,0.7209775967413442,0.13430632232367465,0.0914596693957971,0.8676385775113389,0.107156858009767,0.3676385775113389,0.1466407158930861,0.0,0.42149228735358724,71,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,304,0.6413502109704642,0.05919317806973158,0.02804687846775571,0.4079409868180446,0.10653499459101043,-0.09205901318195542,0.019824566980542066,1.0,0.4192842592201571,72,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,308,0.6497890295358649,0.05006641066637346,0.028142381492051453,0.43419667275065016,0.10899683167827075,-0.06580332724934984,0.016210387192986314,1.0,0.42895077206966825,72,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,329,0.6940928270042194,0.10787024613059447,0.04404251247269189,0.5499214530316735,0.10092892455294011,0.0499214530316735,0.012678799284206661,1.0,0.39709936849884125,72,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,474,1.0,0.5300668169716697,0.3535539977272047,1.8174222824661739,0.11083976606160123,1.3174222824661739,1.7478869240789738,0.0,0.4355985065222785,72,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.4,323,0.6814345991561181,0.08568196815020578,0.035426620561666684,0.4881729187599237,0.10193947484755576,-0.01182708124007631,0.010531536382854818,1.0,0.4011030020492484,72,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,325,0.6856540084388185,0.10607715571317736,0.04000694336776698,0.5222859732876457,0.10141403203349643,0.0222859732876457,0.010781470498668698,1.0,0.39902624089802335,72,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,414,0.8734177215189873,0.2535245861185276,0.1649790262227743,1.0639219779675653,0.09622247992502894,0.5639219779675653,0.3272667628777738,0.0,0.37829378528790736,72,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,286,0.5754527162977867,0.059061184014436975,0.039979216756672056,0.3325008957351187,0.10957055427928687,-0.1674991042648813,0.04006165629460773,1.0,0.43134039722862133,73,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,292,0.5875251509054326,0.06157069447926924,0.03586691043844358,0.3682645527029782,0.10933444071700585,-0.1317354472970218,0.029308248001446876,1.0,0.43037306152221566,73,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,308,0.6197183098591549,0.08436474320165435,0.04817425416122904,0.49672838001186703,0.10573465641024116,-0.0032716199881329677,0.011190521063538503,1.0,0.4161126686284759,73,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,497,1.0,0.5215339241634437,0.36088700130651064,2.010189507906216,0.1127793146125381,1.5101895079062162,2.2933915235944937,0.0,0.44316818512555733,73,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,318,0.6398390342052314,0.09685463908391495,0.05358411333332805,0.5504161208714358,0.10825135096716594,0.050416120871435766,0.01426014022993976,1.0,0.42596379595297873,73,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,305,0.613682092555332,0.06463341614035414,0.03856849737222348,0.4948357673748114,0.1093990173790533,-0.005164232625188614,0.011994814302109469,1.0,0.4305503659895453,73,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.5,398,0.8008048289738431,0.2228100695906155,0.15726465117318292,1.0684621387519015,0.10403218200745924,0.5684621387519015,0.3339718980876193,0.0,0.4090456819303222,73,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,311,0.6295546558704453,0.06435876762292292,0.019271137774455174,0.5289982850791793,0.10841751475072049,0.028998285079179342,0.012595258042256051,1.0,0.42665456301492966,74,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,316,0.6396761133603239,0.044255362705605365,0.027099857582141104,0.572099776485506,0.10736057145246718,0.07209977648550603,0.016724670071860237,1.0,0.42246890141695476,74,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,333,0.6740890688259109,0.050254830417581435,0.02861293067344459,0.6381899552469131,0.10537374667166476,0.13818995524691313,0.030200090218768034,1.0,0.4145687822713293,74,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,494,1.0,0.48774236538175303,0.3677141467542205,1.8848082760370692,0.10986549336700749,1.3848082760370692,1.9297643880135358,0.0,0.4317247022425157,74,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,349,0.7064777327935222,0.09339916285445414,0.05371395319158329,0.7512160529891301,0.10058334224398467,0.2512160529891301,0.07322651401640796,0.0,0.3956554845875555,74,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.45,331,0.6700404858299596,0.04287183224884946,0.028254839413525277,0.6197999932398157,0.10459997542700578,0.11979999323981572,0.025293193239590103,1.0,0.4115336820794644,74,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.45,331,0.6700404858299596,0.04287183224884946,0.028254839413525277,0.6197999932398157,0.10459997542700578,0.11979999323981572,0.025293193239590103,1.0,0.4115336820794644,74,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,298,0.5971943887775552,0.10760038851395866,0.045398066620032575,0.4415202380157474,0.09965739167619161,-0.05847976198425259,0.013351478277436699,1.0,0.39224821000141985,75,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,300,0.6012024048096193,0.09997214096616792,0.049153980954651365,0.49085701905166634,0.10115220717119155,-0.009142980948333657,0.010315363116225247,1.0,0.3981208591673302,75,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,313,0.627254509018036,0.10879343376124029,0.05092090366683314,0.5952872668646977,0.09823431447879433,0.09528726686469768,0.018729643767662774,1.0,0.3865709861835287,75,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,499,1.0,0.5905332618173962,0.3655638422961662,2.006226703267712,0.10697488055660138,1.506226703267712,2.280162506706819,0.0,0.4203554360556483,75,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.45,308,0.6172344689378757,0.09750887188464129,0.0403739451400819,0.5675052400315742,0.09911001413658947,0.06750524003157421,0.014379752333875413,1.0,0.39004176937191737,75,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.9,350,0.7014028056112225,0.13771025488578478,0.08827746049953118,0.8019305033916333,0.09235370887008877,0.3019305033916333,0.0996912364203862,0.0,0.36327969669619886,75,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,360,0.7214428857715431,0.1546186832157737,0.10395799603936534,0.8736369943669889,0.09291658063150521,0.37363699436698894,0.14823809451584835,0.0,0.3654583683761421,75,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,280,0.5737704918032787,0.06422408478800211,0.038440644314088994,0.44668742442690224,0.12374976613824916,-0.053312575573097765,0.01815623533350862,1.0,0.4872036031055631,76,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,284,0.5819672131147541,0.0703577852801328,0.04325410458511081,0.45963829104651666,0.12008986214668442,-0.040361708953483344,0.016050642540055365,1.0,0.4727654276740197,76,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,303,0.6209016393442623,0.08030257843596705,0.05042392497060121,0.5500394948148399,0.11797672346657741,0.050039494814839935,0.01642245832123367,1.0,0.4643210441952046,76,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,488,1.0,0.4910132500353395,0.36012859073918274,1.7146288658151398,0.11004457045327501,1.2146288658151398,1.4874330891576188,0.0,0.43244151046712176,76,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,318,0.6516393442622951,0.09906732879253323,0.0535380375565318,0.5829181196299836,0.1165261539840779,0.08291811962998363,0.02045375912529331,1.0,0.4585247429744721,76,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.2,284,0.5819672131147541,0.0703577852801328,0.04325410458511081,0.45963829104651666,0.12008986214668442,-0.040361708953483344,0.016050642540055365,1.0,0.4727654276740197,76,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,325,0.6659836065573771,0.10971687810196436,0.057070858601582876,0.6016829079625422,0.11281876992833885,0.1016829079625422,0.023067488619862284,1.0,0.4438996139348344,76,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,311,0.6372950819672131,0.09611022693159552,0.05286897488718784,0.5585539909017181,0.10676663462135572,0.05855399090171809,0.014827684118888558,1.0,0.4201578678840401,77,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,313,0.6413934426229508,0.08948069558318852,0.05803171264980914,0.5920907047407541,0.10768493519646133,0.09209070474075409,0.020076743167914822,1.0,0.42376100262797256,77,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,330,0.6762295081967213,0.0780825608077156,0.04396729823823564,0.6331849562501504,0.10447800811183028,0.13318495625015037,0.02865388675037014,1.0,0.41105841790671205,77,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,488,1.0,0.47792784316626824,0.3535002795366369,1.8563621058491904,0.10796274210526352,1.3563621058491904,1.851374115866538,0.0,0.4242605616784705,77,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,333,0.6823770491803278,0.08390862110763261,0.04927157157602972,0.6573231975353117,0.10215286463535327,0.15732319753531165,0.0351857962359435,1.0,0.40189696233695926,77,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,353,0.7233606557377049,0.10784457931889274,0.057697432887178386,0.7479558206572604,0.09899086916196037,0.2479558206572604,0.07128128117525584,0.0,0.3893758777970755,77,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,361,0.7397540983606558,0.12299278813283233,0.0683187295572112,0.7901311375373321,0.10009636480255604,0.2901311375373321,0.09419535921539271,0.0,0.3936941093640045,77,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,281,0.56312625250501,0.03886447697074451,0.02314460577377224,0.47011046024816033,0.10528015514104092,-0.029889539751839667,0.011977295653098448,1.0,0.41448218032637196,78,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,290,0.5811623246492986,0.0404043760061168,0.019150306004178802,0.5113190180837266,0.09841407091182694,0.011319018083726595,0.009813449523817831,1.0,0.38739841542571507,78,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,304,0.6092184368737475,0.09225550001789973,0.031315043765577054,0.5983309513632544,0.10098743368112999,0.09833095136325443,0.019867437757503333,1.0,0.3974510111357366,78,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,499,1.0,0.5963668713742182,0.3730071338199889,2.086163364503078,0.10505791324532913,1.586163364503078,2.5269513840271873,0.0,0.4128227552445871,78,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.6,311,0.6232464929859719,0.08951644334368612,0.037613063584299285,0.6456910034708356,0.09795745111204669,0.14569100347083563,0.030821530720708055,1.0,0.38549115974814274,78,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.2,290,0.5811623246492986,0.0404043760061168,0.019150306004178802,0.5113190180837266,0.09841407091182694,0.011319018083726595,0.009813449523817831,1.0,0.38739841542571507,78,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,345,0.6913827655310621,0.13981843995665996,0.08209204872446103,0.846023042783327,0.09764414244865233,0.34602304278332696,0.12926632469156485,0.0,0.3841094100409471,78,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,274,0.5524193548387096,0.08533755537510954,0.04765632540876608,0.4839574059700131,0.11629095704043443,-0.016042594029986923,0.01378095151259114,1.0,0.45788206516695584,79,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,276,0.5564516129032258,0.09857185368518372,0.05278142050907273,0.4977833463344796,0.11339564518886,-0.002216653665520374,0.012863485901270693,1.0,0.4464676551030482,79,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,298,0.6008064516129032,0.1020786435524665,0.06252664672470654,0.6789392920590033,0.1123165894293466,0.17893929205900327,0.044634286503617684,1.0,0.44207439524679715,79,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,496,1.0,0.581057809954234,0.3908554676958787,2.1487398256911368,0.10787135912643928,1.6487398256911368,2.7299792429398253,0.0,0.4238843873299478,79,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.45,293,0.5907258064516129,0.08897253753901359,0.0646570839342969,0.5981673823361633,0.10727048586357732,0.09816738233616329,0.021143792092142406,1.0,0.42224267913685803,79,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.9,341,0.6875,0.16428770903840886,0.10046333172546486,0.9712562242026263,0.10607068445594181,0.47125622420262625,0.23333341895066792,0.0,0.41727480343246914,79,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,341,0.6875,0.16428770903840886,0.10046333172546486,0.9712562242026263,0.10607068445594181,0.47125622420262625,0.23333341895066792,0.0,0.41727480343246914,79,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,306,0.6169354838709677,0.045689015438407685,0.019807526525377653,0.6095802279496725,0.11470051509892189,0.10958022794967248,0.02516403452146019,1.0,0.4514090053301594,80,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,310,0.625,0.0644468685409745,0.02467809384081401,0.6225307501740286,0.11113773670109398,0.12253075017402859,0.027365381257251898,1.0,0.4373649775422104,80,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,330,0.6653225806451613,0.0605430799348384,0.03549668864166749,0.7567988739098693,0.1085520655610002,0.25679887390986933,0.07772921257893665,0.0,0.42708739510279625,80,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,496,1.0,0.4905116057209141,0.3507448601021721,1.9544621113024447,0.10956408136385153,1.4544621113024447,2.12746432113947,0.0,0.4305360002727705,80,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,352,0.7096774193548387,0.09593969452712671,0.06676176847634864,0.9055836433851693,0.10618445854686699,0.4055836433851693,0.17577323101847947,0.0,0.4176756249773612,80,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.7,345,0.6955645161290323,0.07896202068890662,0.05543123841477973,0.8553849710255114,0.10725202283593219,0.35538497102551136,0.13780147403320286,0.0,0.4219045831537914,80,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.7,345,0.6955645161290323,0.07896202068890662,0.05543123841477973,0.8553849710255114,0.10725202283593219,0.35538497102551136,0.13780147403320286,0.0,0.4219045831537914,80,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,277,0.5551102204408818,0.10103018690366837,0.034385582660920656,0.41730007322747464,0.11467045513012229,-0.08269992677252536,0.019988591167930447,1.0,0.4514796775437697,81,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,283,0.5671342685370742,0.09180954081210481,0.04508328138752621,0.4701133054614862,0.11407831340718719,-0.02988669453851378,0.013907076100266853,1.0,0.4491062193995779,81,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,305,0.6112224448897795,0.0851852865689426,0.05259042402608777,0.5755015525383465,0.11071500277280774,0.07550155253834645,0.017958296274683518,1.0,0.43572955321162693,81,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,499,1.0,0.6974709299862947,0.3997116652849159,1.999739726578405,0.1128933525099394,1.499739726578405,2.261964156518402,0.0,0.4436119411882917,81,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.5,305,0.6112224448897795,0.0851852865689426,0.05259042402608777,0.5755015525383465,0.11071500277280774,0.07550155253834645,0.017958296274683518,1.0,0.43572955321162693,81,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,305,0.6112224448897795,0.0851852865689426,0.05259042402608777,0.5755015525383465,0.11071500277280774,0.07550155253834645,0.017958296274683518,1.0,0.43572955321162693,81,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.9,338,0.6773547094188377,0.13002288536709514,0.08122271805542709,0.7347922813667096,0.106337147974385,0.2347922813667096,0.06643500442871038,0.0,0.4183363555533359,81,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,308,0.6443514644351465,0.12355839141444504,0.039051842228183885,0.7046897575640142,0.11001555975044412,0.2046897575640142,0.05400132023881845,1.0,0.43295991789858257,82,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,310,0.6485355648535565,0.11625653652763734,0.0387881811537272,0.7000614350541603,0.10986412121244236,0.2000614350541603,0.05209470292571223,1.0,0.43235286530989386,82,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,330,0.6903765690376569,0.09098622347021858,0.04529263537650081,0.74875850533181,0.107248359426987,0.24875850533181,0.07338300457469633,0.0,0.4219580919073418,82,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,478,1.0,0.42966316505857266,0.2764517346406062,1.63293990564493,0.10094879398216136,1.13293990564493,1.2937434888091959,0.0,0.39671861056938207,82,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,350,0.7322175732217573,0.0963738753459607,0.0607702552815172,0.8051135110207903,0.100964816048609,0.3051135110207903,0.10328814868716339,0.0,0.3971520819236476,82,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,1.0,364,0.7615062761506276,0.11247449002926706,0.07064640643059035,0.895131617763504,0.10019655061979613,0.39513161776350403,0.16616834411250922,0.0,0.3940771698151737,82,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,1.0,364,0.7615062761506276,0.11247449002926706,0.07064640643059035,0.895131617763504,0.10019655061979613,0.39513161776350403,0.16616834411250922,0.0,0.3940771698151737,82,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,311,0.6465696465696466,0.03210941043742807,0.014722353453814197,0.6612924927722214,0.09765497336273729,0.16129249277222135,0.035551762047154004,1.0,0.3843008215241938,83,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,317,0.659043659043659,0.018904434988578602,0.010929620533253628,0.6829329821902911,0.09508757705261776,0.18293298219029108,0.042506123282770876,1.0,0.3741695241943421,83,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,332,0.6902286902286903,0.0678640544760433,0.024530823549490387,0.8019527309638184,0.09388596113348022,0.30195273096381836,0.09999002543446542,0.0,0.3693768136634543,83,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,481,1.0,0.4582966921472414,0.3285568686090381,1.9214387293409332,0.10518928911749886,1.4214387293409332,2.0315528478154117,0.0,0.4133767582398731,83,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.5,332,0.6902286902286903,0.0678640544760433,0.024530823549490387,0.8019527309638184,0.09388596113348022,0.30195273096381836,0.09999002543446542,0.0,0.3693768136634543,83,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.25,318,0.6611226611226612,0.030488368628231358,0.013891386015662794,0.6986967303300723,0.0960263365603291,0.1986967303300723,0.048701447957059066,0.0,0.37785895942400516,83,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,2.0,433,0.9002079002079002,0.3086838467868494,0.19996233828311347,1.4056880166035026,0.09063628678196942,0.9056880166035026,0.8284857199008099,0.0,0.35628589740533334,83,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,302,0.6052104208416834,0.05967490501903362,0.03047146112111655,0.5312033218961137,0.09911600761419903,0.031203321896113745,0.010797630262730451,1.0,0.3900961305174331,84,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,308,0.6172344689378757,0.0571193969526714,0.03918511006351366,0.5276748075419756,0.09929787292198944,0.0276748075419756,0.010625962539316951,1.0,0.3907810768343145,84,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,324,0.6492985971943888,0.08356258068691083,0.05053628674607157,0.5914112216087085,0.0999197365691011,0.09141122160870851,0.018339965192034978,1.0,0.39315131125495717,84,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,499,1.0,0.48269704303687466,0.34489345208630917,1.8654714444145613,0.10353556009011723,1.3654714444145613,1.8752318777147625,0.0,0.40684070206481104,84,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.7,339,0.6793587174348698,0.09022139017921373,0.05344985119977083,0.6652306264466685,0.09596190625975905,0.16523062644666853,0.0365098473689653,1.0,0.3775155423170214,84,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.5,324,0.6492985971943888,0.08356258068691083,0.05053628674607157,0.5914112216087085,0.0999197365691011,0.09141122160870851,0.018339965192034978,1.0,0.39315131125495717,84,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,351,0.7034068136272545,0.10243954574457735,0.061733624104577146,0.6973224211878801,0.09617756835654945,0.19732242118788013,0.04818626255842591,0.0,0.37831735100837616,84,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.1,0.1,301,0.6056338028169014,0.05976096934990796,0.0188383359508774,0.4854259216755472,0.09373055992513192,-0.014574078324452788,0.00899782162288603,1.0,0.36890530224770973,85,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.2,0.2,307,0.6177062374245473,0.05208345511134503,0.020914237371813,0.4965165338637315,0.0914886089233943,-0.003483466136268487,0.008382300099060313,1.0,0.36005282347122236,85,1,1000,0.5,medium,0.6,strong,1.0
Fixed-0.5,0.5,324,0.6519114688128773,0.06787464820870201,0.03402933477316522,0.5915420509500735,0.08943849212796665,0.0915420509500735,0.016379190966270205,1.0,0.3519110604585993,85,1,1000,0.5,medium,0.6,strong,1.0
No Caliper,inf,497,1.0,0.5631564021832175,0.35485652951534413,1.982437274808742,0.10362408205745936,1.482437274808742,2.2083582241246207,0.0,0.4071925471304525,85,1,1000,0.5,medium,0.6,strong,1.0
ACS-Balance,0.8,344,0.6921529175050302,0.09729233568027251,0.05594367971873546,0.6912270232711551,0.08871357128697412,0.19122702327115515,0.04443787215963595,0.0,0.3489822063808279,85,1,1000,0.5,medium,0.6,strong,1.0
ACS-Knee,0.8,344,0.6921529175050302,0.09729233568027251,0.05594367971873546,0.6912270232711551,0.08871357128697412,0.19122702327115515,0.04443787215963595,0.0,0.3489822063808279,85,1,1000,0.5,medium,0.6,strong,1.0
ACS-Weighted,0.8,344,0.6921529175050302,0.09729233568027251,0.05594367971873546,0.6912270232711551,0.08871357128697412,0.19122702327115515,0.04443787215963595,0.0,0.3489822063808279,85,1,1000,0.5,medium,0.6,strong,1.0
